accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0.6614145636558533,6.460967063903809,0.8508968353271484,0.1328781545162201,0.665648877620697,4.147776126861572,0.9620253443717957,0.11603053659200668
0.6827731132507324,3.219290256500244,0.9486238360404968,0.18102240562438965,0.7099236845970154,2.4528329372406006,0.945652186870575,0.26564884185791016
0.7041316628456116,1.9789892435073853,0.9375314712524414,0.32580533623695374,0.7267175316810608,1.6206110715866089,0.91015625,0.3557251989841461
0.7398459315299988,1.3932257890701294,0.9196919798851013,0.43907561898231506,0.7603053450584412,1.2286226749420166,0.920634925365448,0.442748099565506
0.7454481720924377,1.1562483310699463,0.8991623520851135,0.48862046003341675,0.761832058429718,1.0476915836334229,0.9107611775398254,0.5297709703445435
0.7683823704719543,1.0321195125579834,0.9075433015823364,0.5413165092468262,0.7847328186035156,0.9797688126564026,0.891566276550293,0.5648854970932007
0.7732843160629272,0.9761937856674194,0.8949522376060486,0.5742297172546387,0.7893129587173462,0.9158005118370056,0.9241706132888794,0.5954198241233826
0.7736344337463379,0.9390161633491516,0.8954041004180908,0.5934873819351196,0.7679389119148254,0.9132340550422668,0.9061728119850159,0.5603053569793701
0.7827380895614624,0.9054657816886902,0.9048357605934143,0.61257004737854,0.7755725383758545,0.8768574595451355,0.8725702166557312,0.6167938709259033
0.7871148586273193,0.8788867592811584,0.8951413035392761,0.6321778893470764,0.800000011920929,0.8475038409233093,0.8952991366386414,0.6396946310997009
0.7965686321258545,0.8615332841873169,0.8988269567489624,0.6439075469970703,0.7725191116333008,0.85622239112854,0.8594377636909485,0.6534351110458374
0.7918417453765869,0.8449493050575256,0.893892228603363,0.6533613204956055,0.7923663854598999,0.8117371797561646,0.8762475252151489,0.6702290177345276
0.7907913327217102,0.8336828947067261,0.896690309047699,0.6640406250953674,0.800000011920929,0.7889371514320374,0.8986083269119263,0.6900763511657715
0.7967436909675598,0.8156687021255493,0.9012723565101624,0.6696428656578064,0.8045801520347595,0.7594913244247437,0.9040306806564331,0.7190839648246765
0.8021708726882935,0.8046852946281433,0.8998358249664307,0.6715686321258545,0.7938931584358215,0.7827496528625488,0.9055441617965698,0.6732824444770813
0.8046218752861023,0.7963561415672302,0.901965320110321,0.6829481720924377,0.8167939186096191,0.7498511075973511,0.8897338509559631,0.714503824710846
0.8065476417541504,0.7909664511680603,0.9022778868675232,0.6934523582458496,0.7893129587173462,0.7429196834564209,0.8766354918479919,0.7160305380821228
0.7972689270973206,0.7811087965965271,0.8984876275062561,0.6864495873451233,0.8091602921485901,0.7521731853485107,0.8682745695114136,0.714503824710846
0.7986694574356079,0.7711297869682312,0.8950575590133667,0.694327712059021,0.8061068654060364,0.7346440553665161,0.8880308866500854,0.7022900581359863
0.8074229955673218,0.7657703161239624,0.8990846276283264,0.705007016658783,0.8152672052383423,0.7111408114433289,0.8984674215316772,0.7160305380821228
0.8114495873451233,0.748429000377655,0.9016139507293701,0.7139355540275574,0.8030534386634827,0.7396669387817383,0.8608534336090088,0.7083969712257385
0.8016456365585327,0.7574061751365662,0.8970226049423218,0.7015056014060974,0.7969465851783752,0.7481824159622192,0.8886639475822449,0.6702290177345276
0.7998949289321899,0.7470473051071167,0.8950411677360535,0.7046568393707275,0.8198473453521729,0.7192162275314331,0.8713768124580383,0.7343511581420898
0.8063725233078003,0.736431896686554,0.9010474681854248,0.7078081369400024,0.8198473453521729,0.7131702899932861,0.9005628228187561,0.732824444770813
0.806197464466095,0.7298527359962463,0.9023957252502441,0.7121848464012146,0.8152672052383423,0.7286783456802368,0.873106062412262,0.7038167715072632
0.8135504126548767,0.7136651873588562,0.9045424461364746,0.7216386795043945,0.8106870055198669,0.6998910903930664,0.8843283653259277,0.7236641049385071
0.8084734082221985,0.7234500646591187,0.8947139382362366,0.7200630307197571,0.7938931584358215,0.7498429417610168,0.8469945192337036,0.7099236845970154
0.8035714030265808,0.7226781249046326,0.8953108191490173,0.718662440776825,0.818320631980896,0.7064525485038757,0.8899430632591248,0.7160305380821228
0.8037465214729309,0.7238588333129883,0.8951878547668457,0.7132353186607361,0.8122137188911438,0.6880819797515869,0.8890977501869202,0.7221373915672302
0.8184523582458496,0.7064613103866577,0.9040294885635376,0.730567216873169,0.8091602921485901,0.7215538024902344,0.8785046935081482,0.7175572514533997
0.8165265917778015,0.7055919766426086,0.9060592651367188,0.7277660965919495,0.8427481055259705,0.6705256104469299,0.9078694581985474,0.7221373915672302
0.8189775943756104,0.7021517157554626,0.9036458134651184,0.7289915680885315,0.8229007720947266,0.6962480545043945,0.8897196054458618,0.7267175316810608
0.8221288323402405,0.6875783801078796,0.905933141708374,0.7351190447807312,0.7969465851783752,0.715584933757782,0.8487544655799866,0.7282442450523376
0.813725471496582,0.7017695903778076,0.8998060822486877,0.7310924530029297,0.8229007720947266,0.6949512958526611,0.8673835396766663,0.7389312982559204
0.8189775943756104,0.6877670288085938,0.9004273414611816,0.7377451062202454,0.7969465851783752,0.6771581172943115,0.8706099987030029,0.7190839648246765
0.8266806602478027,0.6794087290763855,0.902048647403717,0.7400209903717041,0.8244274854660034,0.69887775182724,0.8849902749061584,0.6931297779083252
0.82492995262146,0.6816422343254089,0.8993203043937683,0.7412465214729309,0.8091602921485901,0.6578356623649597,0.884403645992279,0.7358778715133667
0.8191526532173157,0.6862900257110596,0.9028017520904541,0.7333683371543884,0.7938931584358215,0.6903940439224243,0.8764258623123169,0.7038167715072632
0.8189775943756104,0.6817073225975037,0.8961945176124573,0.7421218752861023,0.818320631980896,0.6533275246620178,0.8820326924324036,0.7419847249984741
0.8321078419685364,0.6634613871574402,0.9061515927314758,0.755602240562439,0.8305343389511108,0.6510018110275269,0.8769771456718445,0.761832058429718
0.8226540684700012,0.6800409555435181,0.8948593139648438,0.7405462265014648,0.8076335787773132,0.657630205154419,0.8806509971618652,0.743511438369751
0.8237044811248779,0.6675512194633484,0.9043588638305664,0.7482492923736572,0.829007625579834,0.6456645131111145,0.8832116723060608,0.7389312982559204
0.8268557190895081,0.663792610168457,0.9039559960365295,0.7480742335319519,0.8274809122085571,0.6452807188034058,0.8791593909263611,0.7664121985435486
0.813725471496582,0.6727454662322998,0.8983230590820312,0.7408963441848755,0.8213740587234497,0.6508805155754089,0.883093535900116,0.7496182918548584
0.8314075469970703,0.6559932231903076,0.9099175333976746,0.7533263564109802,0.8244274854660034,0.6444724798202515,0.8864864706993103,0.75114506483078
0.8287814855575562,0.6563776731491089,0.9077894687652588,0.7549019455909729,0.8244274854660034,0.6398881673812866,0.8901098966598511,0.7419847249984741
0.8272058963775635,0.6599194407463074,0.9048328995704651,0.7440476417541504,0.8305343389511108,0.6483047008514404,0.8679577708244324,0.7526717782020569
0.8252801299095154,0.6591172814369202,0.9021393656730652,0.7456232309341431,0.8137404322624207,0.670213520526886,0.8715596199035645,0.7251908183097839
0.8224790096282959,0.6690698266029358,0.8986644148826599,0.7421218752861023,0.8229007720947266,0.6479098796844482,0.8770053386688232,0.75114506483078
0.8286064267158508,0.6602509021759033,0.9045290350914001,0.7447478771209717,0.8442748188972473,0.626732587814331,0.8888888955116272,0.7450381517410278
